8.595606060609417565e-01 1.645694953568742624e-01
8.579082019764558975e-01 2.066722219768586943e-01
8.579082019764558975e-01 2.066722219768586943e-01
8.579082019764558975e-01 2.066722219768586943e-01
8.579082019764558975e-01 2.066722219768586943e-01
8.151529166894636580e-01 2.440886714605154939e-01
8.209959517530740492e-01 2.856934071901878758e-01
8.209959517530740492e-01 2.856934071901878758e-01
7.802193373463662818e-01 2.729446654843532549e-01
7.649616152404744573e-01 2.934617420864844561e-01
7.649616152404744573e-01 2.934617420864844561e-01
7.151106075548774310e-01 2.573589077870865882e-01
6.862931469608055668e-01 2.099684010838892556e-01
6.862931469608055668e-01 2.099684010838892556e-01
6.862931469608055668e-01 2.099684010838892556e-01
6.862931469608055668e-01 2.099684010838892556e-01
6.862931469608055668e-01 2.099684010838892556e-01
6.544375668213934238e-01 1.903090429780963377e-01
6.218829803057848160e-01 1.930660006327105660e-01
5.739522765154131401e-01 1.494205940447841663e-01
5.874795077234143958e-01 1.490409288270912735e-01
6.002017269055921478e-01 1.625384354044959456e-01
6.002017269055921478e-01 1.625384354044959456e-01
6.002017269055921478e-01 1.625384354044959456e-01
6.002017269055921478e-01 1.625384354044959456e-01
6.039372917718013323e-01 1.621068504829819568e-01
6.039372917718013323e-01 1.621068504829819568e-01
5.757213889373311577e-01 2.034012836597728913e-01
5.757213889373311577e-01 2.034012836597728913e-01
5.757213889373311577e-01 2.034012836597728913e-01
5.641377290917732878e-01 1.785400761999280939e-01
5.641377290917732878e-01 1.785400761999280939e-01
5.339515827228453748e-01 1.945223430015979582e-01
5.069757072811523768e-01 1.581207766699162798e-01
5.069757072811523768e-01 1.581207766699162798e-01
4.927398960472116340e-01 1.557445912660561371e-01
4.973322159988587954e-01 1.852528893720312986e-01
4.617946592906689296e-01 1.370558083212014278e-01
4.503268121567729487e-01 1.776703624102069501e-01
4.503268121567729487e-01 1.776703624102069501e-01
4.005063036741679516e-01 1.490940422788883113e-01
3.788123254100715931e-01 1.585756880204595709e-01
3.713793529825514805e-01 1.607833513986912100e-01
3.713793529825514805e-01 1.607833513986912100e-01
3.809748206007830817e-01 1.728869936326419277e-01
3.809748206007830817e-01 1.728869936326419277e-01
3.771626855600481720e-01 2.026681926528871025e-01
3.322671721072008033e-01 1.950742846253785689e-01
2.946203495656306570e-01 2.366865961080673875e-01
2.946203495656306570e-01 2.366865961080673875e-01
3.161818806200316634e-01 2.512101222766525144e-01
3.161818806200316634e-01 2.512101222766525144e-01
3.161818806200316634e-01 2.512101222766525144e-01
3.161818806200316634e-01 2.512101222766525144e-01
3.161818806200316634e-01 2.512101222766525144e-01
3.415274868586237744e-01 2.901962592376257088e-01
3.415274868586237744e-01 2.901962592376257088e-01
3.415274868586237744e-01 2.901962592376257088e-01
3.292739686950695854e-01 3.196736133477201536e-01
3.292739686950695854e-01 3.196736133477201536e-01
3.004387240954164429e-01 3.521661068123774219e-01
2.578003180865934274e-01 3.658656776313927161e-01
2.578003180865934274e-01 3.658656776313927161e-01
2.644673234744192580e-01 3.942174858587577102e-01
2.644673234744192580e-01 3.942174858587577102e-01
2.644673234744192580e-01 3.942174858587577102e-01
2.644673234744192580e-01 3.942174858587577102e-01
2.644673234744192580e-01 3.942174858587577102e-01
2.644673234744192580e-01 3.942174858587577102e-01
2.523069245808373107e-01 3.830324088011302641e-01
2.523069245808373107e-01 3.830324088011302641e-01
2.523069245808373107e-01 3.830324088011302641e-01
2.277445953782945842e-01 3.628571910551910418e-01
2.691320282771725303e-01 4.088919116378030294e-01
2.691320282771725303e-01 4.088919116378030294e-01
2.277371786436714063e-01 4.312181392653000600e-01
2.735004498430402275e-01 4.407736426603434121e-01
2.429045650594686967e-01 4.444272516959250074e-01
2.553423636140096931e-01 4.346598625766884827e-01
2.553423636140096931e-01 4.346598625766884827e-01
2.993429108343862444e-01 4.551312578604451153e-01
3.309285682772735160e-01 4.931565938562493812e-01
3.309285682772735160e-01 4.931565938562493812e-01
3.309285682772735160e-01 4.931565938562493812e-01
3.387593097942039888e-01 4.672874361230215379e-01
3.044228844438162107e-01 4.386646109575383368e-01
3.044228844438162107e-01 4.386646109575383368e-01
3.044228844438162107e-01 4.386646109575383368e-01
2.622649604149501767e-01 4.764693346319859302e-01
2.622649604149501767e-01 4.764693346319859302e-01
2.887834216261848108e-01 4.500701910421460172e-01
2.438245247378877101e-01 4.287739226587248820e-01
2.828353148820000329e-01 4.774355030026110058e-01
2.828353148820000329e-01 4.774355030026110058e-01
2.718494658530619668e-01 5.262858840743439570e-01
3.030655898621201216e-01 5.530687291870853839e-01
3.030655898621201216e-01 5.530687291870853839e-01
3.030655898621201216e-01 5.530687291870853839e-01
3.030655898621201216e-01 5.530687291870853839e-01
3.030655898621201216e-01 5.530687291870853839e-01
3.030655898621201216e-01 5.530687291870853839e-01
3.377164347400262723e-01 5.297513048168421834e-01
3.001666205341880223e-01 5.584934366988962839e-01
3.143755122400898050e-01 5.611108283476569092e-01
3.143755122400898050e-01 5.611108283476569092e-01
3.544763501519381799e-01 5.896974599362312386e-01
3.833219077720305679e-01 6.020948004312854929e-01
3.364803218783019023e-01 6.444641515303363155e-01
3.364803218783019023e-01 6.444641515303363155e-01
2.903611748870730258e-01 6.789333157192993795e-01
3.071847786435602523e-01 7.147990032781561531e-01
3.117037628309315966e-01 7.104138085720469453e-01
3.117037628309315966e-01 7.104138085720469453e-01
2.852267278054931299e-01 6.804807510883070787e-01
2.852267278054931299e-01 6.804807510883070787e-01
3.255465276274301378e-01 6.689591317617634703e-01
3.438990066052157735e-01 6.448370639408126381e-01
3.599093362729094969e-01 6.846492729977088354e-01
3.599093362729094969e-01 6.846492729977088354e-01
3.426903242802979976e-01 6.854145748268819505e-01
3.260569864090902548e-01 6.362779945463342690e-01
3.152875142008901843e-01 6.678414127058985850e-01
3.052034717503991357e-01 6.896450438016552553e-01
3.052034717503991357e-01 6.896450438016552553e-01
3.052034717503991357e-01 6.896450438016552553e-01
3.141488146733865672e-01 7.255246055389401594e-01
3.570068021386746393e-01 7.545596170542303582e-01
3.330285601391272943e-01 7.116847720951102740e-01
3.500118561647255211e-01 6.985960771208271636e-01
3.587628623201971623e-01 7.063155308842191671e-01
3.615841823822790180e-01 7.192214083830460458e-01
3.535908778840523570e-01 7.152393139941568556e-01
3.535908778840523570e-01 7.152393139941568556e-01
3.695335779448229996e-01 7.125670769405935134e-01
3.695335779448229996e-01 7.125670769405935134e-01
3.571618193276175912e-01 7.001931322474644892e-01
3.571618193276175912e-01 7.001931322474644892e-01
3.571618193276175912e-01 7.001931322474644892e-01
3.578693179443441785e-01 7.466820951374515403e-01
3.714641571325101865e-01 7.572834969991986132e-01
4.069398822197977661e-01 7.399500799254277172e-01
3.848471194016969132e-01 7.299282444087819011e-01
4.016134011882719901e-01 7.359588906523453211e-01
4.253623612575250235e-01 7.389275039044306270e-01
4.025236136200847081e-01 7.875362986900806828e-01
4.025236136200847081e-01 7.875362986900806828e-01
