8.595606060609417565e-01 1.645694953568742624e-01 7.613100175186991692e+02
8.579082019764558975e-01 2.066722219768586943e-01 7.563148611485958099e+02
8.151529166894636580e-01 2.440886714605154939e-01 7.326432313546538353e+02
8.209959517530740492e-01 2.856934071901878758e-01 7.311658246666193008e+02
7.802193373463662818e-01 2.729446654843532549e-01 7.140509227439761162e+02
7.649616152404744573e-01 2.934617420864844561e-01 7.052604215741157532e+02
7.151106075548774310e-01 2.573589077870865882e-01 6.889450033456087112e+02
6.862931469608055668e-01 2.099684010838892556e-01 6.837884857729077339e+02
6.544375668213934238e-01 1.903090429780963377e-01 6.749665504842996597e+02
6.218829803057848160e-01 1.930660006327105660e-01 6.637710329145193100e+02
5.739522765154131401e-01 1.494205940447841663e-01 6.547627293318510056e+02
5.874795077234143958e-01 1.490409288270912735e-01 6.588089081794023514e+02
6.002017269055921478e-01 1.625384354044959456e-01 6.608989682644605637e+02
6.039372917718013323e-01 1.621068504829819568e-01 6.621099552363157272e+02
5.757213889373311577e-01 2.034012836597728913e-01 6.482263725921511650e+02
5.641377290917732878e-01 1.785400761999280939e-01 6.481088439524173737e+02
5.339515827228453748e-01 1.945223430015979582e-01 6.377234657108783722e+02
5.069757072811523768e-01 1.581207766699162798e-01 6.355410358384251595e+02
4.927398960472116340e-01 1.557445912660561371e-01 6.323838380277156830e+02
4.973322159988587954e-01 1.852528893720312986e-01 6.296607725918292999e+02
4.617946592906689296e-01 1.370558083212014278e-01 6.277223977595567703e+02
4.503268121567729487e-01 1.776703624102069501e-01 6.200607872232794762e+02
4.005063036741679516e-01 1.490940422788883113e-01 6.140325477868318558e+02
3.788123254100715931e-01 1.585756880204595709e-01 6.092188625782728195e+02
3.713793529825514805e-01 1.607833513986912100e-01 6.077849349528551102e+02
3.809748206007830817e-01 1.728869936326419277e-01 6.078485209420323372e+02
3.771626855600481720e-01 2.026681926528871025e-01 6.037386498451232910e+02
3.322671721072008033e-01 1.950742846253785689e-01 5.984833290949463844e+02
2.946203495656306570e-01 2.366865961080673875e-01 5.904057790935039520e+02
3.161818806200316634e-01 2.512101222766525144e-01 5.908497358262538910e+02
3.415274868586237744e-01 2.901962592376257088e-01 5.895028527230024338e+02
3.292739686950695854e-01 3.196736133477201536e-01 5.854035031870007515e+02
3.004387240954164429e-01 3.521661068123774219e-01 5.804350084364414215e+02
2.578003180865934274e-01 3.658656776313927161e-01 5.781268589720129967e+02
2.644673234744192580e-01 3.942174858587577102e-01 5.763562398850917816e+02
2.523069245808373107e-01 3.830324088011302641e-01 5.770599460825324059e+02
2.277445953782945842e-01 3.628571910551910418e-01 5.786184405311942101e+02
2.691320282771725303e-01 4.088919116378030294e-01 5.754730278030037880e+02
2.277371786436714063e-01 4.312181392653000600e-01 5.754741441532969475e+02
2.735004498430402275e-01 4.407736426603434121e-01 5.736329233422875404e+02
2.429045650594686967e-01 4.444272516959250074e-01 5.741970067843794823e+02
2.553423636140096931e-01 4.346598625766884827e-01 5.742137841507792473e+02
2.993429108343862444e-01 4.551312578604451153e-01 5.729902161583304405e+02
3.309285682772735160e-01 4.931565938562493812e-01 5.715926028490066528e+02
3.387593097942039888e-01 4.672874361230215379e-01 5.737642090544104576e+02
3.044228844438162107e-01 4.386646109575383368e-01 5.741750165671110153e+02
2.622649604149501767e-01 4.764693346319859302e-01 5.721311923637986183e+02
2.887834216261848108e-01 4.500701910421460172e-01 5.731395924389362335e+02
2.438245247378877101e-01 4.287739226587248820e-01 5.748345484137535095e+02
2.828353148820000329e-01 4.774355030026110058e-01 5.716522408947348595e+02
2.718494658530619668e-01 5.262858840743439570e-01 5.699346903786063194e+02
3.030655898621201216e-01 5.530687291870853839e-01 5.680577403679490089e+02
3.377164347400262723e-01 5.297513048168421834e-01 5.696254476979374886e+02
3.001666205341880223e-01 5.584934366988962839e-01 5.679080418050289154e+02
3.143755122400898050e-01 5.611108283476569092e-01 5.676315003857016563e+02
3.544763501519381799e-01 5.896974599362312386e-01 5.670143296122550964e+02
3.833219077720305679e-01 6.020948004312854929e-01 5.679271249920129776e+02
3.364803218783019023e-01 6.444641515303363155e-01 5.646166404709219933e+02
2.903611748870730258e-01 6.789333157192993795e-01 5.667904032617807388e+02
3.071847786435602523e-01 7.147990032781561531e-01 5.655833263099193573e+02
3.117037628309315966e-01 7.104138085720469453e-01 5.651249403059482574e+02
2.852267278054931299e-01 6.804807510883070787e-01 5.673539507314562798e+02
3.255465276274301378e-01 6.689591317617634703e-01 5.643755321502685547e+02
3.438990066052157735e-01 6.448370639408126381e-01 5.645742774605751038e+02
3.599093362729094969e-01 6.846492729977088354e-01 5.635360807031393051e+02
3.426903242802979976e-01 6.854145748268819505e-01 5.636286043375730515e+02
3.260569864090902548e-01 6.362779945463342690e-01 5.649885369986295700e+02
3.152875142008901843e-01 6.678414127058985850e-01 5.648594347536563873e+02
3.052034717503991357e-01 6.896450438016552553e-01 5.655099857896566391e+02
3.141488146733865672e-01 7.255246055389401594e-01 5.650960418879985809e+02
3.570068021386746393e-01 7.545596170542303582e-01 5.627114601731300354e+02
3.330285601391272943e-01 7.116847720951102740e-01 5.637089407444000244e+02
3.500118561647255211e-01 6.985960771208271636e-01 5.632887258455157280e+02
3.587628623201971623e-01 7.063155308842191671e-01 5.630761293247342110e+02
3.615841823822790180e-01 7.192214083830460458e-01 5.628576753884553909e+02
3.535908778840523570e-01 7.152393139941568556e-01 5.630034824386239052e+02
3.695335779448229996e-01 7.125670769405935134e-01 5.629841561466455460e+02
3.571618193276175912e-01 7.001931322474644892e-01 5.631931438148021698e+02
3.578693179443441785e-01 7.466820951374515403e-01 5.626902906000614166e+02
3.714641571325101865e-01 7.572834969991986132e-01 5.624135847836732864e+02
4.069398822197977661e-01 7.399500799254277172e-01 5.635628660991787910e+02
3.848471194016969132e-01 7.299282444087819011e-01 5.628946468755602837e+02
4.016134011882719901e-01 7.359588906523453211e-01 5.633852610439062119e+02
4.253623612575250235e-01 7.389275039044306270e-01 5.648973313346505165e+02
4.025236136200847081e-01 7.875362986900806828e-01 5.625334823504090309e+02
4.085359146282958043e-01 7.631944030570535498e-01 5.631124967262148857e+02
4.536766445556478788e-01 7.989225667733026448e-01 5.659722559824585915e+02
4.492543978238083269e-01 7.629619173702258950e-01 5.664739343076944351e+02
4.318071541276435887e-01 7.437147751028644338e-01 5.653108009397983551e+02
3.864076007706743754e-01 6.992335645223013429e-01 5.637556706443428993e+02
3.707911472260759234e-01 6.890791165476936042e-01 5.635735568404197693e+02
3.461975275661131612e-01 6.822324607266748719e-01 5.636288679763674736e+02
3.451869286051483798e-01 7.226236031584634123e-01 5.631614984497427940e+02
3.562290122035507434e-01 7.501378717710635025e-01 5.627331620454788208e+02
3.953554987821693567e-01 7.242960253774693991e-01 5.634002941101789474e+02
3.830240361802391691e-01 7.369187300504197458e-01 5.627170418947935104e+02
3.492980529883968344e-01 7.027039916314410384e-01 5.632394831925630569e+02
3.728205100358455426e-01 6.857888970287643327e-01 5.637179774940013885e+02
3.537025959750477733e-01 6.628775633021088964e-01 5.640800713151693344e+02
3.309568543070668944e-01 6.812761452054115763e-01 5.640159963369369507e+02
3.705648607993416999e-01 7.134159527740141504e-01 5.629772636517882347e+02
4.193862985865826065e-01 7.337739071797366730e-01 5.645821200385689735e+02
4.279380555821863386e-01 7.586781293568162221e-01 5.645072887614369392e+02
4.147519966742874709e-01 7.856358423225576759e-01 5.630530549362301826e+02
4.241687437304562103e-01 8.144934011334978852e-01 5.632587918266654015e+02
3.956990340003956885e-01 8.217508663093558985e-01 5.624228866174817085e+02
4.076239697442082810e-01 8.432467901885912775e-01 5.627394928857684135e+02
4.489961016578515318e-01 8.670600732119584375e-01 5.649138261601328850e+02
4.136140266029750823e-01 8.218179256651394482e-01 5.627545956596732140e+02
4.035685908956328505e-01 8.632277815016489164e-01 5.630668820589780807e+02
3.830981713961981727e-01 8.687811649840669892e-01 5.637531899809837341e+02
4.249624450116748497e-01 8.677657068966275755e-01 5.635011149421334267e+02
3.926237448547570397e-01 8.309038376984153595e-01 5.625350607931613922e+02
3.592816891683418556e-01 7.840220419814034614e-01 5.628184056282043457e+02
4.015071980776415694e-01 7.498412361169828344e-01 5.630535713881254196e+02
3.530780546264006836e-01 7.928347253242008508e-01 5.632812986746430397e+02
3.744690471680230948e-01 7.937718427048405800e-01 5.624112702608108521e+02
4.090267612217124982e-01 7.784502739313876596e-01 5.628789290860295296e+02
4.282779708712347588e-01 8.187728495650942184e-01 5.634722935780882835e+02
3.926992511052254109e-01 7.941435744229832228e-01 5.623045880421996117e+02
3.467403797082037054e-01 7.999221493484887091e-01 5.638799939230084419e+02
